psalm_number,section_number,verse_number,section_title,part_number,text
15,1,3,"Domine, quis habitabit?",1,"He that hath used no deceit in his tongue, nor done evil to his neighbour"
15,1,3,"Domine, quis habitabit?",2,and hath not slandered his neighbour.
15,1,4,"Domine, quis habitabit?",1,"He that setteth not by himself, but is lowly in his own eyes"
15,1,4,"Domine, quis habitabit?",2,and maketh much of them that fear the Lord.
15,1,5,"Domine, quis habitabit?",1,"He that sweareth unto his neighbour, and disappointeth him not"
15,1,5,"Domine, quis habitabit?",2,though it were to his own hindrance.
15,1,6,"Domine, quis habitabit?",1,He that hath not given his money upon usury
15,1,6,"Domine, quis habitabit?",2,nor taken reward against the innocent.
15,1,7,"Domine, quis habitabit?",1,Whoso doeth these things
15,1,7,"Domine, quis habitabit?",2,shall never fall.
15,2,9,Doxology,1,Glory be to the Father
15,2,9,Doxology,2,"and to the Son, and to the Holy Ghost"
15,2,8,Doxology,1,"As it was in the beginning, is now, and ever shall be"
15,2,8,Doxology,2,world without end. Amen.
16,1,1,"Conserva me, Domine",1,"PRESERVE me, O God"
16,1,1,"Conserva me, Domine",2,for in thee have I put my trust.
16,1,2,"Conserva me, Domine",1,"O my soul, thou hast said unto the Lord"
16,1,2,"Conserva me, Domine",2,"Thou art my God, my goods are nothing unto thee."
16,1,3,"Conserva me, Domine",1,"All my delight is upon the saints, that are in the earth"
16,1,3,"Conserva me, Domine",2,and upon such as excel in virtue.
16,1,4,"Conserva me, Domine",1,But they that run after another god
16,1,4,"Conserva me, Domine",2,shall have great trouble.
16,1,5,"Conserva me, Domine",1,Their drink-offerings of blood will I not offer
16,1,5,"Conserva me, Domine",2,neither make mention of their names within my lips.
16,1,6,"Conserva me, Domine",1,"The Lord himself is the portion of mine inheritance, and of my cup"
16,1,6,"Conserva me, Domine",2,thou shalt maintain my lot.
16,1,7,"Conserva me, Domine",1,The lot is fallen unto me in a fair ground
16,1,7,"Conserva me, Domine",2,"yea, I have a goodly heritage."
16,1,8,"Conserva me, Domine",1,I will thank the Lord for giving me warning
16,1,8,"Conserva me, Domine",2,my reins also chasten me in the night-season.
16,1,9,"Conserva me, Domine",1,I have set God always before me
16,1,9,"Conserva me, Domine",2,"for he is on my right hand, therefore I shall not fall."
16,1,10,"Conserva me, Domine",1,"Wherefore my heart was glad, and my glory rejoiced"
16,1,10,"Conserva me, Domine",2,my flesh also shall rest in hope.
16,1,11,"Conserva me, Domine",1,For why? thou shalt not leave my soul in hell
16,1,11,"Conserva me, Domine",2,neither shalt thou suffer thy Holy One to see corruption.
16,1,12,"Conserva me, Domine",1,Thou shalt shew me the path of life; in thy presence is the fulness of joy
16,1,12,"Conserva me, Domine",2,and at thy right hand there is pleasure for evermore.
16,2,13,Doxology,1,Glory be to the Father
16,2,13,Doxology,2,"and to the Son, and to the Holy Ghost"
16,2,14,Doxology,1,"As it was in the beginning, is now, and ever shall be"
16,2,14,Doxology,2,world without end. Amen.
17,1,1,"Exaudi, Domine",1,"HEAR the right, O Lord, consider my complaint"
17,1,1,"Exaudi, Domine",2,"and hearken unto my prayer, that goeth not out of feigned lips."
17,1,2,"Exaudi, Domine",1,Let my sentence come forth from thy presence
17,1,2,"Exaudi, Domine",2,and let thine eyes look upon the thing that is equal.
17,1,3,"Exaudi, Domine",1,"Thou hast proved and visited mine heart in the night-season; thou hast tried me, and shalt find no wickedness in me"
17,1,3,"Exaudi, Domine",2,for I am utterly purposed that my mouth shall not offend.
17,1,4,"Exaudi, Domine",1,"Because of men's works, that are done against the words of thy lips"
17,1,4,"Exaudi, Domine",2,I have kept me from the ways of the destroyer.
17,1,5,"Exaudi, Domine",1,O hold thou up my goings in thy paths
17,1,5,"Exaudi, Domine",2,that my footsteps slip not.
17,1,6,"Exaudi, Domine",1,"I have called upon thee, O God, for thou shalt hear me"
17,1,6,"Exaudi, Domine",2,"incline thine ear to me, and hearken unto my words."
17,1,7,"Exaudi, Domine",1,"Shew thy marvellous loving-kindness, thou that art the Saviour of them which put their trust in thee"
17,1,7,"Exaudi, Domine",2,from such as resist thy right hand.
17,1,8,"Exaudi, Domine",1,Keep me as the apple of an eye
17,1,8,"Exaudi, Domine",2,"hide me under the shadow of thy wings,"
17,1,9,"Exaudi, Domine",1,From the ungodly that trouble me
17,1,9,"Exaudi, Domine",2,mine enemies compass me round about to take away my soul.
17,1,10,"Exaudi, Domine",1,They are inclosed in their own fat
17,1,10,"Exaudi, Domine",2,and their mouth speaketh proud things.
17,1,11,"Exaudi, Domine",1,They lie waiting in our way on every side
17,1,11,"Exaudi, Domine",2,turning their eyes down to the ground;
17,1,12,"Exaudi, Domine",1,Like as a lion that is greedy of his prey
17,1,12,"Exaudi, Domine",2,"and as it were a lion's whelp, lurking in secret places."
17,1,13,"Exaudi, Domine",1,"Up, Lord, disappoint him, and cast him down"
17,1,13,"Exaudi, Domine",2,"deliver my soul from the ungodly, which is a sword of thine;"
17,1,14,"Exaudi, Domine",1,"From the men of thy hand, O Lord, from the men, I say, and from the evil world"
17,1,14,"Exaudi, Domine",2,"which have their portion in this life, whose bellies thou fillest with thy hid treasure."
17,1,15,"Exaudi, Domine",1,They have children at their desire
17,1,15,"Exaudi, Domine",2,and leave the rest of their substance for their babes.
17,1,16,"Exaudi, Domine",1,"But as for me, I will behold thy presence in righteousness"
17,1,16,"Exaudi, Domine",2,"and when I awake up after thy likeness, I shall be satisfied with it."
17,2,17,Doxology,1,Glory be to the Father
17,2,17,Doxology,2,"and to the Son, and to the Holy Ghost"
17,2,18,Doxology,1,"As it was in the beginning, is now, and ever shall be"
17,2,18,Doxology,2,world without end. Amen.
18,1,1,"Diligam te, Domine",1,"I WILL love thee, O Lord, my strength; the Lord is my stony rock, and my defence"
18,1,1,"Diligam te, Domine",2,"my Saviour, my God, and my might, in whom I will trust, my buckler, the horn also of my salvation, and my refuge."
18,1,2,"Diligam te, Domine",1,"I will call upon the Lord, which is worthy to be praised"
18,1,2,"Diligam te, Domine",2,so shall I be safe from mine enemies.
18,1,3,"Diligam te, Domine",1,The sorrows of death compassed me
18,1,3,"Diligam te, Domine",2,and the overflowings of ungodliness made me afraid.
18,1,4,"Diligam te, Domine",1,The pains of hell came about me
18,1,4,"Diligam te, Domine",2,the snares of death overtook me.
18,1,5,"Diligam te, Domine",1,In my trouble I will call upon the Lord
18,1,5,"Diligam te, Domine",2,and complain unto my God.
18,1,6,"Diligam te, Domine",1,So shall he hear my voice out of his holy temple
18,1,6,"Diligam te, Domine",2,"and my complaint shall come before him, it shall enter even into his ears."
18,1,7,"Diligam te, Domine",1,The earth trembled and quaked
18,1,7,"Diligam te, Domine",2,"the very foundations also of the hills shook, and were removed, because he was wroth."
18,1,8,"Diligam te, Domine",1,There went a smoke out in his presence
18,1,8,"Diligam te, Domine",2,"and a consuming fire out of his mouth, so that coals were kindled at it."
18,1,9,"Diligam te, Domine",1,"He bowed the heavens also, and came down"
18,1,9,"Diligam te, Domine",2,and it was dark under his feet.
18,1,10,"Diligam te, Domine",1,"He rode upon the cherubins, and did fly"
18,1,10,"Diligam te, Domine",2,he came flying upon the wings of the wind.
18,1,11,"Diligam te, Domine",1,He made darkness his secret place
18,1,11,"Diligam te, Domine",2,"his pavilion round about him, with dark water and thick clouds to cover him."
18,1,12,"Diligam te, Domine",1,At the brightness of his presence his clouds removed
18,1,12,"Diligam te, Domine",2,"hail-stones, and coals of fire."
18,1,13,"Diligam te, Domine",1,"The Lord also thundered out of heaven, and the Highest gave his thunder"
18,1,13,"Diligam te, Domine",2,"hail-stones, and coals of fire."
18,1,14,"Diligam te, Domine",1,"He sent out his arrows, and scattered them"
18,1,14,"Diligam te, Domine",2,"he cast forth lightnings, and destroyed them."
18,1,15,"Diligam te, Domine",1,"The springs of waters were seen, and the foundations of the round world were discovered, at thy chiding, O Lord"
18,1,15,"Diligam te, Domine",2,at the blasting of the breath of thy displeasure.
18,1,16,"Diligam te, Domine",1,He shall send down from on high to fetch me
18,1,16,"Diligam te, Domine",2,and shall take me out of many waters.
18,1,17,"Diligam te, Domine",1,"He shall deliver me from my strongest enemy, and from them which hate me"
18,1,17,"Diligam te, Domine",2,for they are too mighty for me.
18,1,18,"Diligam te, Domine",1,They prevented me in the day of my trouble
18,1,18,"Diligam te, Domine",2,but the Lord was my upholder.
18,1,19,"Diligam te, Domine",1,He brought me forth also into a place of liberty
18,1,19,"Diligam te, Domine",2,"he brought me forth, even because he had a favour unto me."
18,1,20,"Diligam te, Domine",1,The Lord shall reward me after my righteous dealing
18,1,20,"Diligam te, Domine",2,according to the cleanness of my hands shall he recompense me.
18,1,21,"Diligam te, Domine",1,Because I have kept the ways of the Lord
18,1,21,"Diligam te, Domine",2,"and have not forsaken my God, as the wicked doth."
18,1,22,"Diligam te, Domine",1,For I have an eye unto all his laws
18,1,22,"Diligam te, Domine",2,and will not cast out his commandments from me.
18,1,23,"Diligam te, Domine",1,I was also uncorrupt before him
18,1,23,"Diligam te, Domine",2,and eschewed mine own wickedness.
18,1,24,"Diligam te, Domine",1,Therefore shall the Lord reward me after my righteous dealing
18,1,24,"Diligam te, Domine",2,and according unto the cleanness of my hands in his eye-sight.
18,1,25,"Diligam te, Domine",1,With the holy thou shalt be holy
18,1,25,"Diligam te, Domine",2,and with a perfect man thou shalt be perfect.
18,1,26,"Diligam te, Domine",1,With the clean thou shalt be clean
18,1,26,"Diligam te, Domine",2,and with the froward thou shalt learn frowardness.
18,1,27,"Diligam te, Domine",1,For thou shalt save the people that are in adversity
18,1,27,"Diligam te, Domine",2,and shalt bring down the high looks of the proud.
18,1,28,"Diligam te, Domine",1,Thou also shalt light my candle
18,1,28,"Diligam te, Domine",2,the Lord my God shall make my darkness to be light.
18,1,29,"Diligam te, Domine",1,For in thee I shall discomfit an host of men
18,1,29,"Diligam te, Domine",2,and with the help of my God I shall leap over the wall.
18,1,30,"Diligam te, Domine",1,The way of God is an undefiled way
18,1,30,"Diligam te, Domine",2,the word of the Lord also is tried in the fire; he is the defender of all them that put their trust in him.
18,1,31,"Diligam te, Domine",1,"For who is God, but the Lord"
18,1,31,"Diligam te, Domine",2,"or who hath any strength, except our God?"
18,1,32,"Diligam te, Domine",1,"It is God, that girdeth me with strength of war"
18,1,32,"Diligam te, Domine",2,and maketh my way perfect.
18,1,33,"Diligam te, Domine",1,He maketh my feet like harts' feet
18,1,33,"Diligam te, Domine",2,and setteth me up on high.
18,1,34,"Diligam te, Domine",1,He teacheth mine hands to fight
18,1,34,"Diligam te, Domine",2,and mine arms shall break even a bow of steel.
18,1,35,"Diligam te, Domine",1,Thou hast given me the defence of thy salvation
18,1,35,"Diligam te, Domine",2,"thy right hand also shall hold me up, and thy loving correction shall make me great."
18,1,36,"Diligam te, Domine",1,Thou shalt make room enough under me for to go
18,1,36,"Diligam te, Domine",2,that my footsteps shall not slide.
18,1,37,"Diligam te, Domine",1,"I will follow upon mine enemies, and overtake them"
18,1,37,"Diligam te, Domine",2,neither will I turn again till I have destroyed them.
18,1,38,"Diligam te, Domine",1,"I will smite them, that they shall not be able to stand"
18,1,38,"Diligam te, Domine",2,but fall under my feet.
18,1,39,"Diligam te, Domine",1,Thou hast girded me with strength unto the battle
18,1,39,"Diligam te, Domine",2,thou shalt throw down mine enemies under me.
18,1,40,"Diligam te, Domine",1,Thou hast made mine enemies also to turn their backs upon me
18,1,40,"Diligam te, Domine",2,and I shall destroy them that hate me.
18,1,41,"Diligam te, Domine",1,"They shall cry, but there shall be none to help them"
18,1,41,"Diligam te, Domine",2,"yea, even unto the Lord shall they cry, but he shall not hear them."
18,1,42,"Diligam te, Domine",1,I will beat them as small as the dust before the wind
18,1,42,"Diligam te, Domine",2,I will cast them out as the clay in the streets.
18,1,43,"Diligam te, Domine",1,Thou shalt deliver me from the strivings of the people
18,1,43,"Diligam te, Domine",2,and thou shalt make me the head of the heathen.
18,1,44,"Diligam te, Domine",1,A people whom I have not known
18,1,44,"Diligam te, Domine",2,shall serve me.
18,1,45,"Diligam te, Domine",1,"As soon as they hear of me, they shall obey me"
18,1,45,"Diligam te, Domine",2,but the strange children shall dissemble with me.
18,1,46,"Diligam te, Domine",1,The strange children shall fail
18,1,46,"Diligam te, Domine",2,and be afraid out of their prisons.
18,1,47,"Diligam te, Domine",1,"The Lord liveth, and blessed be my strong helper"
18,1,47,"Diligam te, Domine",2,and praised be the God of my salvation;
18,1,48,"Diligam te, Domine",1,Even the God that seeth that I be avenged
18,1,48,"Diligam te, Domine",2,and subdueth the people unto me.
18,1,49,"Diligam te, Domine",1,"It is he that delivereth me from my cruel enemies, and setteth me up above mine adversaries"
18,1,49,"Diligam te, Domine",2,thou shalt rid me from the wicked man.
18,1,50,"Diligam te, Domine",1,"For this cause will I give thanks unto thee, O Lord, among the Gentiles"
18,1,50,"Diligam te, Domine",2,and sing praises unto thy Name.
18,1,51,"Diligam te, Domine",1,Great prosperity giveth he unto his King
18,1,51,"Diligam te, Domine",2,"and sheweth loving-kindness unto David his Anointed, and unto his seed for evermore."
18,2,53,Doxology,1,Glory be to the Father
18,2,53,Doxology,2,"and to the Son, and to the Holy Ghost"
18,2,52,Doxology,1,"As it was in the beginning, is now, and ever shall be"
18,2,52,Doxology,2,world without end. Amen.
19,1,1,Caeli enarrant,1,THE heavens declare the glory of God
19,1,1,Caeli enarrant,2,and the firmament sheweth his handywork.
19,1,2,Caeli enarrant,1,One day telleth another
19,1,2,Caeli enarrant,2,and one night certifieth another.
19,1,3,Caeli enarrant,1,There is neither speech nor language
19,1,3,Caeli enarrant,2,but their voices are heard among them.
19,1,4,Caeli enarrant,1,Their sound is gone out into all lands
